AAV.105656/ORF/1-2181/2181/+_10001	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10002	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10003	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10004	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10005	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10006	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10007	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10008	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10009	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10010	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10011	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10012	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10013	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10014	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10015	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10016	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10017	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10018	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10019	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10020	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10021	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10022	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10023	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10024	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10025	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10026	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10027	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10028	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10029	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10030	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10031	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10032	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10033	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10034	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10035	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10036	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10037	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10038	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10039	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10040	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10041	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10042	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10042	NC_002077.1
AAV.105656/ORF/1-2181/2181/+_10042	ENA|AAN03857|AAN03857.1
AAV.105656/ORF/1-2181/2181/+_10042	ENA|AF028704|AF028704.1
AAV.105656/ORF/1-2181/2181/+_10042	NC_006152.1
AAV.105656/ORF/1-2181/2181/+_10043	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10043	AY242997.1
AAV.105656/ORF/1-2181/2181/+_10043	ENA|AAN03857|AAN03857.1
AAV.105656/ORF/1-2181/2181/+_10043	ENA|AAT46337|AAT46337.1
AAV.105656/ORF/1-2181/2181/+_10043	AY243015.1
AAV.105656/ORF/1-2181/2181/+_10043	ENA|AF028704|AF028704.1
AAV.105656/ORF/1-2181/2181/+_10043	ENA|AAS99264|AAS99264.1
AAV.105656/ORF/1-2181/2181/+_10044	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10044	ENA|AAN03857|AAN03857.1
AAV.105656/ORF/1-2181/2181/+_10044	ENA|AAT46337|AAT46337.1
AAV.105656/ORF/1-2181/2181/+_10044	ENA|AF513851|AF513851.1
AAV.105656/ORF/1-2181/2181/+_10044	AY243015.1
AAV.105656/ORF/1-2181/2181/+_10044	AY242997.1
AAV.105656/ORF/1-2181/2181/+_10044	ENA|AAS99264|AAS99264.1
AAV.105656/ORF/1-2181/2181/+_10045	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10045	ENA|AAN03857|AAN03857.1
AAV.105656/ORF/1-2181/2181/+_10045	ENA|AAT46337|AAT46337.1
AAV.105656/ORF/1-2181/2181/+_10045	ENA|AF513851|AF513851.1
AAV.105656/ORF/1-2181/2181/+_10045	AY243015.1
AAV.105656/ORF/1-2181/2181/+_10045	AY242997.1
AAV.105656/ORF/1-2181/2181/+_10045	ENA|AAS99264|AAS99264.1
AAV.105656/ORF/1-2181/2181/+_10046	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10046	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10047	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10048	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10049	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10050	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10050	ENA|U48704|U48704.1
AAV.105656/ORF/1-2181/2181/+_10051	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10051	ENA|U48704|U48704.1
AAV.105656/ORF/1-2181/2181/+_10052	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10053	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10054	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10054	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10055	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10055	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10055	NC_002077.1
AAV.105656/ORF/1-2181/2181/+_10056	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10056	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10057	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10057	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10058	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10058	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10059	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10059	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10060	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10060	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10064	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10065	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10066	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10066	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10067	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10067	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10068	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10068	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10069	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10069	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10070	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10071	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10071	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10072	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10073	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10074	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10074	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10075	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10075	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10076	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10077	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10077	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10078	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10079	NC_001401.2
AAV.105656/ORF/1-2181/2181/+_10083	ENA|AAN03857|AAN03857.1
AAV.105656/ORF/1-2181/2181/+_10084	ENA|AAN03857|AAN03857.1
AAV.105656/ORF/1-2181/2181/+_10085	ENA|AAN03857|AAN03857.1
AAV.105656/ORF/1-2181/2181/+_10086	ENA|AAN03857|AAN03857.1
AAV.105656/ORF/1-2181/2181/+_10087	ENA|AAN03857|AAN03857.1
AAV.105656/ORF/1-2181/2181/+_10088	ENA|AAN03857|AAN03857.1
AAV.105656/ORF/1-2181/2181/+_10089	ENA|AAN03857|AAN03857.1
AAV.105656/ORF/1-2181/2181/+_10090	ENA|AAN03857|AAN03857.1
AAV.105656/ORF/1-2181/2181/+_10091	ENA|AAN03857|AAN03857.1
AAV.105656/ORF/1-2181/2181/+_10092	ENA|AAN03857|AAN03857.1
AAV.105656/ORF/1-2181/2181/+_10096	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10097	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10098	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10099	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10101	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10104	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10105	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10106	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10107	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10108	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10109	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10110	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10111	EU285562.1
AAV.105656/ORF/1-2181/2181/+_10112	EU285562.1
